fir_id,crime_type,district,police_station,reported_at,latitude,longitude,status,offender_id,victim_gender,victim_age,weapon_used,crime_hour,crime_day,crime_month,crime_year,is_weekend,festival,season,income_category,population_density,crime_frequency,repeat_offender_count,time_since_last_crime,previous_crimes_nearby,distance_from_police_station,historical_hotspot_score,risk_score,risk_level,threat_level,confidence_score,trend_score,seasonal_pattern,risk_zone,patrol_recommendation,day_night_indicator,crime_forecast
FIR-2025-09784,Drug Trafficking,Other,Other Rural,2025-08-04 21:35:00,15.450194,74.848394,Under Investigation,OFF-3086,Female,41,Firearm,21,4,8,2025,0,0,Monsoon,High,12000,8,2,284,10,8.34,23.58,52,Medium,Moderate,0.58,-0.8,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-09785,Property Dispute,Chikkamagaluru,Chikkamagaluru North,2020-12-10 18:06:00,14.808588,75.609414,Under Investigation,OFF-3322,Unknown,54,Knife,18,10,12,2020,0,0,Winter,High,12000,6,4,384,15,14.57,32.33,46,Medium,Low,0.63,-0.66,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-09786,Property Dispute,Ballari,Ballari South,2024-11-06 16:15:00,13.500892,76.906296,Closed,OFF-4149,Male,70,Digital,16,6,11,2024,0,0,Winter,Medium,12000,4,4,401,7,12.28,63.7,55,Medium,Low,0.69,-0.6,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-09787,Traffic Offence,Bengaluru Urban,Bengaluru Urban Central,2026-06-15 04:17:00,17.021233,77.876576,Closed,OFF-2294,Male,61,Knife,4,15,6,2026,0,0,Summer,Medium,8000,8,3,473,5,7.66,68.3,35,Low,Moderate,0.66,0.09,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-09788,Financial Fraud,Bengaluru Urban,Bengaluru Urban Central,2023-10-24 15:21:00,14.681538,78.20356,Open,OFF-2405,Female,43,Digital,15,24,10,2023,0,1,Monsoon,High,8000,3,3,215,0,12.83,74.3,42,Medium,Low,0.66,0.07,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-09789,Forest Theft,Kodagu,Kodagu South,2025-11-13 05:30:00,12.930195,77.412788,Under Investigation,OFF-2198,Unknown,53,Digital,5,13,11,2025,0,1,Winter,High,4500,1,5,931,11,12.89,43.17,36,Low,Severe,0.78,-0.11,Normal,Green Zone,Standard Patrol,Night,Isolated Incident
FIR-2021-09790,Cyber Crime,Bengaluru Urban,Bengaluru Urban South,2021-06-07 11:53:00,16.30308,74.146899,Open,OFF-1694,Unknown,73,Stick,11,7,6,2021,0,0,Summer,Medium,8000,4,3,821,13,5.27,29.27,67,Medium,Moderate,0.59,-0.62,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-09791,Burglary,Mysuru,Mysuru North,2025-05-12 10:51:00,11.519399,76.571792,Under Investigation,OFF-2995,Female,56,Unknown,10,12,5,2025,0,0,Summer,High,8000,1,2,337,7,5.32,61.56,78,High,Low,0.63,0.24,Spike in Summer,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2021-09792,Cyber Crime,Kodagu,Kodagu North,2021-09-22 06:38:00,18.330848,77.422241,Open,OFF-4352,Female,16,Digital,6,22,9,2021,0,0,Monsoon,Low,8000,3,3,297,1,6.53,21.56,81,High,Severe,0.51,0.25,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2020-09793,Cyber Crime,Bengaluru Urban,Bengaluru Urban Cyber Cell,2020-01-31 19:32:00,16.053773,74.011015,Closed,OFF-2798,Male,32,Stick,19,31,1,2020,0,0,Winter,High,8000,2,3,291,10,1.81,72.85,94,High,Severe,0.99,-0.36,Normal,Red Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2020-09794,Theft,Mysuru,Mysuru Central,2020-02-27 18:41:00,14.856824,74.245581,Solved,OFF-3250,Female,27,Knife,18,27,2,2020,0,0,Winter,Low,12000,3,2,702,1,11.82,98.62,35,Low,Severe,0.75,-0.01,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-09795,Forest Theft,Kodagu,Kodagu South,2022-06-28 15:37:00,16.637012,75.465918,Closed,OFF-2498,Female,73,Firearm,15,28,6,2022,0,1,Summer,High,4500,5,5,785,4,4.99,46.73,65,Medium,Severe,0.86,0.44,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-09796,Robbery,Belagavi,Belagavi Central,2020-08-05 00:33:00,17.774659,75.748163,Under Investigation,OFF-3319,Female,16,Firearm,0,5,8,2020,0,0,Monsoon,High,12000,3,3,320,1,3.07,13.07,72,Medium,Moderate,0.98,0.11,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2026-09797,Theft,Other,Other Rural,2026-04-28 05:04:00,13.51128,76.394346,Under Investigation,OFF-3272,Female,50,Stick,5,28,4,2026,0,0,Summer,High,12000,1,3,986,8,12.62,47.33,93,High,Severe,0.62,-0.73,Spike in Summer,Red Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2024-09798,Cyber Crime,Mangaluru,Mangaluru South,2024-04-05 20:54:00,14.309817,75.850294,Under Investigation,OFF-2929,Female,31,Stick,20,5,4,2024,0,0,Summer,Medium,12000,2,3,764,8,13.95,63.1,78,High,Severe,0.98,-0.12,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2022-09799,Coastal Smuggling,Dakshina Kannada,Dakshina Kannada North,2022-11-30 14:07:00,15.830116,76.697217,Open,OFF-2515,Unknown,29,Unknown,14,30,11,2022,0,0,Winter,Medium,4500,1,5,103,3,1.94,85.67,59,Medium,Severe,0.98,0.41,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09800,Property Dispute,Other,Other Rural,2023-08-15 04:23:00,12.983643,75.395014,Closed,OFF-4696,Female,65,Unknown,4,15,8,2023,0,0,Monsoon,Medium,4500,1,5,167,14,5.48,12.99,13,Low,Low,0.98,-0.32,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-09801,Burglary,Other,Other North,2021-02-08 13:31:00,12.96189,74.644075,Solved,OFF-4017,Female,79,Digital,13,8,2,2021,0,0,Winter,Medium,4500,6,1,454,0,12.89,15.5,98,High,Moderate,0.85,0.2,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-09802,Traffic Offence,Bengaluru Urban,Bengaluru Urban South,2023-08-23 18:03:00,15.759524,76.1757,Closed,OFF-2999,Unknown,40,Digital,18,23,8,2023,0,0,Monsoon,High,4500,10,3,351,4,11.48,92.23,32,Low,Low,0.69,-0.64,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09803,Traffic Offence,Bengaluru Urban,Bengaluru Urban North,2023-06-13 00:27:00,16.764914,74.045747,Open,OFF-2428,Female,27,Stick,0,13,6,2023,0,0,Summer,Low,12000,6,5,527,5,10.58,93.86,37,Low,Low,0.52,0.12,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-09804,Theft,Mangaluru,Mangaluru Cyber Cell,2023-09-07 15:21:00,13.849345,75.392271,Closed,OFF-3531,Unknown,27,Firearm,15,7,9,2023,0,1,Monsoon,Low,4500,4,1,955,15,14.08,31.2,94,High,Severe,0.57,0.44,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2024-09805,Cyber Crime,Belagavi,Belagavi Central,2024-01-04 08:50:00,14.670493,74.873827,Open,OFF-3275,Male,55,Digital,8,4,1,2024,0,0,Winter,Low,4500,2,1,328,8,11.17,22.75,72,Medium,Moderate,0.82,0.81,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-09806,Drug Trafficking,Other,Other Central,2023-09-30 13:46:00,18.388608,74.818079,Solved,OFF-4830,Female,34,Firearm,13,30,9,2023,1,0,Monsoon,High,4500,7,5,80,12,6.41,4.57,70,Medium,Moderate,0.88,-0.38,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-09807,Theft,Ballari,Ballari Rural,2025-10-28 07:40:00,16.797496,77.666473,Open,OFF-3970,Unknown,73,Unknown,7,28,10,2025,0,0,Monsoon,High,8000,7,4,169,0,4.25,9.59,14,Low,Severe,0.89,0.78,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-09808,Drug Trafficking,Kalaburagi,Kalaburagi Rural,2022-08-21 19:39:00,12.00887,77.795887,Under Investigation,OFF-2411,Unknown,23,Knife,19,21,8,2022,1,0,Monsoon,High,8000,10,2,299,1,11.48,71.88,52,Medium,Moderate,0.81,0.81,Normal,Orange Zone,Standard Patrol,Night,Isolated Incident
FIR-2021-09809,Cyber Crime,Other,Other Central,2021-07-31 10:21:00,13.675757,74.940395,Closed,OFF-3126,Male,72,Crowbar,10,31,7,2021,1,0,Monsoon,Low,12000,6,4,505,12,10.63,5.96,39,Low,Severe,0.81,0.94,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-09810,Assault,Chikkamagaluru,Chikkamagaluru North,2022-10-07 08:53:00,16.228887,76.66334,Solved,OFF-3117,Unknown,39,Unknown,8,7,10,2022,0,0,Monsoon,Medium,12000,2,5,590,2,10.24,55.73,62,Medium,Low,0.92,-0.73,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-09811,Traffic Offence,Bengaluru Urban,Bengaluru Urban South,2021-02-21 20:33:00,12.357873,75.767083,Open,OFF-3678,Male,59,Digital,20,21,2,2021,1,0,Winter,High,4500,3,5,294,12,2.34,60.17,23,Low,Moderate,0.89,0.62,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-09812,Drug Trafficking,Other,Other Cyber Cell,2021-12-09 05:10:00,16.439669,76.022525,Solved,OFF-3405,Male,63,Stick,5,9,12,2021,0,0,Winter,High,4500,1,2,500,15,12.58,58.15,28,Low,Low,0.57,-0.2,Normal,Green Zone,Standard Patrol,Night,Isolated Incident
FIR-2020-09813,Theft,Mysuru,Mysuru South,2020-06-24 09:38:00,12.15371,78.384124,Solved,OFF-2381,Unknown,37,Stick,9,24,6,2020,0,0,Summer,Low,4500,8,2,845,4,6.6,24.82,31,Low,Low,0.61,0.92,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-09814,Traffic Offence,Other,Other Cyber Cell,2026-11-28 09:06:00,13.856873,75.704402,Solved,OFF-2705,Male,70,Unknown,9,28,11,2026,1,0,Winter,High,8000,8,4,857,11,9.29,87.56,83,High,Low,0.52,0.43,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2025-09815,Theft,Other,Other Rural,2025-04-15 07:04:00,12.722191,74.165461,Solved,OFF-4201,Female,56,Knife,7,15,4,2025,0,0,Summer,High,8000,7,2,750,3,14.4,17.23,34,Low,Severe,0.62,0.97,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-09816,Burglary,Shivamogga,Shivamogga South,2021-01-24 14:48:00,15.176636,76.02214,Under Investigation,OFF-3217,Unknown,39,Digital,14,24,1,2021,1,0,Winter,High,8000,8,4,833,7,5.59,5.56,22,Low,Severe,0.92,-0.93,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-09817,Robbery,Belagavi,Belagavi Central,2026-09-12 13:10:00,12.625657,74.31329,Under Investigation,OFF-1688,Unknown,54,Crowbar,13,12,9,2026,1,0,Monsoon,Medium,8000,4,4,762,6,9.4,23.28,28,Low,Severe,0.62,-0.54,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-09818,Drug Trafficking,Udupi,Udupi North,2025-04-04 15:18:00,14.489343,77.78029,Solved,OFF-1135,Female,16,Unknown,15,4,4,2025,0,0,Summer,High,4500,7,4,211,3,8.56,85.69,73,Medium,Severe,0.58,-0.84,Spike in Summer,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2022-09819,Traffic Offence,Hubballi Dharwad,Hubballi Dharwad Rural,2022-05-09 20:19:00,16.783761,74.042745,Under Investigation,OFF-2979,Female,70,Crowbar,20,9,5,2022,0,0,Summer,Medium,12000,10,5,782,0,13.55,11.11,47,Medium,Severe,0.62,-0.18,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-09820,Cyber Crime,Hubballi Dharwad,Hubballi Dharwad Rural,2023-05-07 04:30:00,13.103188,76.250931,Under Investigation,OFF-4832,Unknown,47,Knife,4,7,5,2023,1,0,Summer,Low,4500,7,3,890,14,7.8,52.05,90,High,Severe,0.65,-0.35,Spike in Summer,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-09821,Robbery,Kalaburagi,Kalaburagi South,2024-09-23 19:40:00,16.345996,78.389161,Open,OFF-3104,Unknown,65,Unknown,19,23,9,2024,0,1,Monsoon,High,8000,5,2,283,7,14.68,22.57,79,High,Moderate,0.59,-0.97,Normal,Orange Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2024-09822,Robbery,Ballari,Ballari Central,2024-02-27 22:02:00,12.042361,76.102761,Open,OFF-2153,Male,69,Knife,22,27,2,2024,0,0,Winter,Medium,4500,5,5,939,4,5.47,44.16,58,Medium,Severe,0.97,0.87,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-09823,Property Dispute,Mangaluru,Mangaluru South,2020-10-07 11:56:00,14.216409,74.832691,Under Investigation,OFF-2568,Male,68,Knife,11,7,10,2020,0,1,Monsoon,Low,12000,7,5,26,1,11.82,29.21,100,High,Severe,0.82,-0.81,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2022-09824,Traffic Offence,Bengaluru Urban,Bengaluru Urban North,2022-02-26 13:32:00,16.852071,75.15475,Open,OFF-3212,Unknown,43,Knife,13,26,2,2022,1,0,Winter,Medium,4500,10,1,547,0,9.68,22.21,77,High,Moderate,0.64,-0.9,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-09825,Wildlife Crime,Kodagu,Kodagu South,2026-12-20 08:43:00,16.414977,74.391364,Under Investigation,OFF-1611,Unknown,47,Digital,8,20,12,2026,1,0,Winter,Low,4500,1,1,839,5,13.79,76.75,82,High,Moderate,0.9,-0.9,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2024-09826,Assault,Other,Other Central,2024-03-09 01:29:00,11.589345,74.170832,Solved,OFF-4859,Unknown,41,Firearm,1,9,3,2024,1,0,Summer,Low,4500,6,5,801,8,11.65,97.96,100,High,Low,0.8,-0.65,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2022-09827,Coastal Smuggling,Udupi,Udupi North,2022-07-22 04:21:00,14.292569,77.47643,Open,OFF-2948,Female,17,Firearm,4,22,7,2022,0,0,Monsoon,High,12000,9,2,599,3,2.76,57.9,89,High,Low,0.86,0.76,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2022-09828,Wildlife Crime,Chikkamagaluru,Chikkamagaluru Cyber Cell,2022-02-06 07:10:00,16.970224,75.333684,Closed,OFF-2506,Male,75,Unknown,7,6,2,2022,1,0,Winter,Low,12000,4,3,593,13,11.43,37.89,77,High,Moderate,0.6,0.63,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2020-09829,Property Dispute,Other,Other Rural,2020-03-15 14:15:00,13.405994,76.83663,Closed,OFF-4329,Unknown,37,Firearm,14,15,3,2020,1,0,Summer,High,8000,1,5,351,11,6.53,21.83,72,Medium,Severe,0.78,-0.68,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-09830,Traffic Offence,Mangaluru,Mangaluru South,2023-01-08 21:38:00,17.040227,74.177974,Solved,OFF-3978,Male,52,Crowbar,21,8,1,2023,1,0,Winter,High,8000,5,3,313,4,14.63,75.56,21,Low,Low,0.62,-0.17,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2021-09831,Coastal Smuggling,Dakshina Kannada,Dakshina Kannada South,2021-02-17 00:42:00,17.783285,75.230932,Under Investigation,OFF-2206,Unknown,20,Unknown,0,17,2,2021,0,0,Winter,Low,4500,4,1,445,10,14.36,70.19,29,Low,Moderate,0.61,0.02,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-09832,Theft,Other,Other Rural,2020-02-25 05:01:00,17.218171,76.079275,Open,OFF-4477,Female,47,Knife,5,25,2,2020,0,0,Winter,High,4500,5,4,391,3,11.25,82.24,79,High,Low,0.81,0.95,Normal,Orange Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2022-09833,Cyber Crime,Bengaluru Urban,Bengaluru Urban South,2022-07-17 17:00:00,17.255456,75.846611,Closed,OFF-3678,Unknown,73,Firearm,17,17,7,2022,1,0,Monsoon,Low,12000,10,5,963,11,14.03,8.43,64,Medium,Low,0.51,-0.97,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-09834,Traffic Offence,Other,Other Central,2022-09-26 14:47:00,16.192813,77.333921,Open,OFF-2852,Male,61,Unknown,14,26,9,2022,0,0,Monsoon,Low,12000,3,2,419,14,9.08,70.03,96,High,Moderate,0.5,-0.76,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2022-09835,Robbery,Bengaluru Urban,Bengaluru Urban North,2022-09-25 08:49:00,16.337739,74.998986,Under Investigation,OFF-4027,Female,51,Firearm,8,25,9,2022,1,0,Monsoon,High,8000,6,3,186,1,12.24,17.21,16,Low,Moderate,0.92,0.4,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-09836,Property Dispute,Bengaluru Urban,Bengaluru Urban South,2025-06-24 16:18:00,12.838403,75.433474,Solved,OFF-2449,Unknown,31,Digital,16,24,6,2025,0,0,Summer,Medium,12000,7,5,781,3,12.24,46.92,20,Low,Severe,0.64,-0.53,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-09837,Cyber Crime,Other,Other Cyber Cell,2022-05-20 00:56:00,18.144351,75.057519,Under Investigation,OFF-3060,Unknown,70,Stick,0,20,5,2022,0,0,Summer,Medium,12000,9,4,328,11,6.03,70.86,96,High,Moderate,0.67,0.22,Spike in Summer,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2022-09838,Cyber Crime,Bengaluru Urban,Bengaluru Urban North,2022-12-09 15:11:00,12.993909,76.972201,Closed,OFF-3352,Male,73,Knife,15,9,12,2022,0,0,Winter,Medium,8000,8,3,730,8,14.23,29.13,25,Low,Severe,0.85,-0.49,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-09839,Assault,Shivamogga,Shivamogga Cyber Cell,2024-04-28 22:20:00,11.839097,77.164334,Under Investigation,OFF-3312,Unknown,67,Digital,22,28,4,2024,1,0,Summer,Low,8000,10,2,693,11,14.62,2.12,70,Medium,Moderate,0.91,0.79,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-09840,Theft,Other,Other Central,2025-07-28 06:00:00,17.67259,78.120655,Under Investigation,OFF-1219,Female,65,Crowbar,6,28,7,2025,0,0,Monsoon,High,4500,6,1,503,9,6.97,35.53,97,High,Low,0.66,-0.74,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-09841,Traffic Offence,Other,Other South,2026-09-30 11:10:00,16.631392,77.800787,Solved,OFF-1016,Female,68,Knife,11,30,9,2026,0,0,Monsoon,High,8000,6,3,764,13,14.61,12.52,71,Medium,Severe,0.73,0.85,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2025-09842,Assault,Other,Other Rural,2025-07-15 14:09:00,11.899617,75.362306,Open,OFF-2087,Male,64,Stick,14,15,7,2025,0,0,Monsoon,Low,12000,6,5,669,15,11.82,42.39,53,Medium,Severe,0.67,0.98,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09843,Theft,Mysuru,Mysuru Cyber Cell,2023-03-21 17:09:00,12.547146,75.464521,Under Investigation,OFF-4111,Unknown,55,Digital,17,21,3,2023,0,0,Summer,Low,8000,1,2,345,0,8.03,59.38,12,Low,Severe,0.63,0.35,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09844,Cyber Crime,Shivamogga,Shivamogga South,2023-01-11 05:08:00,12.688928,76.666354,Closed,OFF-3025,Female,33,Knife,5,11,1,2023,0,0,Winter,Low,4500,1,3,502,10,4.77,20.89,92,High,Severe,0.71,-0.73,Normal,Red Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2024-09845,Robbery,Bengaluru Urban,Bengaluru Urban Rural,2024-09-23 07:36:00,13.856453,75.903045,Under Investigation,OFF-1707,Male,22,Firearm,7,23,9,2024,0,0,Monsoon,Low,8000,8,3,264,11,4.43,68.96,87,High,Low,0.67,0.73,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2020-09846,Theft,Dakshina Kannada,Dakshina Kannada Rural,2020-09-28 21:23:00,15.70565,76.351474,Closed,OFF-4535,Female,25,Unknown,21,28,9,2020,0,0,Monsoon,High,8000,1,3,107,2,1.47,69.08,86,High,Low,0.84,-0.05,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2023-09847,Drug Trafficking,Other,Other North,2023-01-24 12:36:00,17.701136,75.773423,Under Investigation,OFF-2094,Unknown,21,Digital,12,24,1,2023,0,0,Winter,High,4500,9,4,186,9,12.03,8.66,26,Low,Moderate,0.71,-0.68,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-09848,Robbery,Hubballi Dharwad,Hubballi Dharwad North,2025-03-23 20:04:00,14.271687,75.014465,Open,OFF-4376,Male,22,Digital,20,23,3,2025,1,0,Summer,Medium,4500,10,3,626,2,7.37,72.67,23,Low,Severe,0.71,0.5,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2022-09849,Assault,Belagavi,Belagavi Central,2022-04-07 10:32:00,18.352764,78.04114,Open,OFF-3725,Unknown,75,Unknown,10,7,4,2022,0,0,Summer,High,12000,9,2,234,4,6.28,74.84,86,High,Low,0.71,-0.35,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2021-09850,Drug Trafficking,Kodagu,Kodagu Cyber Cell,2021-01-05 06:17:00,15.290332,77.359443,Under Investigation,OFF-3690,Female,38,Knife,6,5,1,2021,0,0,Winter,Medium,12000,1,5,201,5,13.31,38.38,33,Low,Low,0.57,0.89,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-09851,Property Dispute,Mangaluru,Mangaluru Cyber Cell,2025-09-07 08:09:00,16.38058,74.375904,Under Investigation,OFF-1791,Unknown,18,Unknown,8,7,9,2025,1,0,Monsoon,Medium,8000,1,1,879,12,3.12,27.18,30,Low,Moderate,0.68,-0.84,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-09852,Assault,Other,Other Central,2024-01-22 14:27:00,17.521596,74.756885,Open,OFF-3454,Unknown,60,Knife,14,22,1,2024,0,0,Winter,Low,12000,5,4,643,8,7.83,92.63,29,Low,Severe,0.93,0.65,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-09853,Robbery,Bengaluru Urban,Bengaluru Urban South,2021-10-03 03:10:00,14.396919,75.680851,Open,OFF-3788,Male,59,Firearm,3,3,10,2021,1,0,Monsoon,Low,8000,2,4,335,12,12.98,93.03,34,Low,Moderate,0.69,-0.23,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-09854,Robbery,Belagavi,Belagavi Central,2023-11-12 05:15:00,16.765504,75.019347,Under Investigation,OFF-3541,Male,49,Knife,5,12,11,2023,1,0,Winter,High,12000,8,1,470,1,2.43,83.68,80,High,Moderate,0.99,0.1,Normal,Orange Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2023-09855,Cyber Crime,Other,Other South,2023-01-06 16:03:00,11.731268,76.401329,Open,OFF-4727,Unknown,65,Crowbar,16,6,1,2023,0,0,Winter,Low,4500,10,5,934,6,7.5,6.33,89,High,Severe,0.58,0.98,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2020-09856,Coastal Smuggling,Udupi,Udupi Central,2020-07-08 18:03:00,18.241044,77.990291,Open,OFF-3856,Male,55,Unknown,18,8,7,2020,0,0,Monsoon,Medium,12000,9,2,115,10,4.76,85.33,28,Low,Moderate,0.62,0.84,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-09857,Financial Fraud,Bengaluru Urban,Bengaluru Urban Rural,2024-03-13 18:20:00,17.174898,77.929835,Closed,OFF-1527,Male,27,Knife,18,13,3,2024,0,0,Summer,High,4500,3,2,523,14,7.47,48.21,42,Medium,Low,0.67,-0.08,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-09858,Theft,Belagavi,Belagavi Rural,2026-12-21 19:59:00,16.554729,77.886383,Under Investigation,OFF-4857,Unknown,71,Knife,19,21,12,2026,0,1,Winter,Medium,12000,1,2,378,3,9.93,17.3,98,High,Low,0.88,0.88,Normal,Red Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2024-09859,Robbery,Hubballi Dharwad,Hubballi Dharwad South,2024-04-10 18:21:00,14.045815,75.446302,Under Investigation,OFF-3876,Male,65,Firearm,18,10,4,2024,0,0,Summer,Low,4500,2,1,230,1,7.29,38.59,92,High,Moderate,0.77,0.09,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-09860,Theft,Bengaluru Urban,Bengaluru Urban Cyber Cell,2026-04-28 01:33:00,14.93744,77.095212,Solved,OFF-3940,Unknown,67,Digital,1,28,4,2026,0,0,Summer,High,4500,3,3,44,13,1.92,51.81,91,High,Severe,0.52,-0.71,Spike in Summer,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2026-09861,Assault,Other,Other South,2026-04-15 08:57:00,15.27657,77.361716,Closed,OFF-4131,Female,31,Unknown,8,15,4,2026,0,0,Summer,Medium,4500,4,2,855,1,5.3,28.27,92,High,Low,0.78,-0.45,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-09862,Forest Theft,Chikkamagaluru,Chikkamagaluru Cyber Cell,2026-12-07 08:14:00,14.532898,75.486814,Under Investigation,OFF-2667,Unknown,64,Stick,8,7,12,2026,0,0,Winter,Medium,4500,5,1,847,1,8.48,24.16,38,Low,Low,0.86,0.77,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09863,Assault,Other,Other South,2023-11-08 18:13:00,12.427093,77.073094,Solved,OFF-2841,Female,46,Firearm,18,8,11,2023,0,0,Winter,Medium,4500,2,3,693,11,12.94,14.56,39,Low,Moderate,0.94,-0.83,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-09864,Assault,Other,Other South,2022-09-01 02:47:00,12.519238,74.599534,Under Investigation,OFF-2555,Female,37,Crowbar,2,1,9,2022,0,0,Monsoon,Low,4500,3,2,202,3,9.16,27.89,34,Low,Severe,0.72,0.28,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-09865,Cyber Crime,Shivamogga,Shivamogga Central,2024-06-01 15:28:00,14.115091,78.12407,Open,OFF-4995,Female,78,Firearm,15,1,6,2024,1,0,Summer,High,8000,5,2,957,1,13.52,72.59,47,Medium,Severe,0.57,0.9,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-09866,Traffic Offence,Bengaluru Urban,Bengaluru Urban South,2023-03-19 18:05:00,15.38253,77.064303,Under Investigation,OFF-2875,Female,42,Crowbar,18,19,3,2023,1,0,Summer,High,8000,1,1,214,14,12.92,54.64,15,Low,Low,0.68,-0.05,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
